complexity,loc,lang_type,maint_type,skill,age,interdependence,team_size,exp,def_density,def_severity,churn,change_req,test_cov,doc_quality,cost
36,16395,c#,adaptive,4,2,low,2,senior,9.84,low,62.49,39,73.08,10,6728.44
1,1460,dart,adaptive,7,6,low,7,expert,7.36,low,9.66,96,77.7,5,827.14
8,38758,java,adaptive,1,3,high,4,senior,7.74,high,95.18,56,85.88,2,15556.76
52,45332,java,adaptive,7,4,high,2,junior,6.56,low,79.08,57,79.77,4,18177.17
79,11884,java,adaptive,8,3,high,6,expert,4.72,low,37.39,90,84.81,1,4980.82
47,6865,javascript,adaptive,5,0,high,9,junior,5.72,low,56.28,98,81.77,6,2984.56
56,17450,php,adaptive,2,5,low,9,junior,0.46,high,4.73,15,89.59,2,7144.62
14,37794,java,adaptive,5,6,medium,8,senior,6.24,low,4.12,27,88.24,0,15169.22
28,22562,php,adaptive,6,3,medium,3,senior,6.26,medium,25.08,97,81.37,7,9178.73
78,47791,javascript,perfective,2,1,medium,3,junior,8.91,low,68.97,0,87.16,7,19141.06
2,44731,c#,corrective,6,5,medium,2,senior,5.06,medium,85.21,40,94.94,2,17907.28
26,16623,c#,perfective,6,7,medium,5,senior,0.77,high,55.92,47,77.29,6,6815.96
14,41690,java,perfective,1,7,medium,4,senior,3.06,medium,53.21,30,76.51,8,16711.41
59,2285,javascript,corrective,1,1,medium,7,expert,6.56,high,40.23,35,90.57,7,1158.04
56,1369,javascript,adaptive,10,4,low,4,senior,2.39,high,16.16,32,83.3,2,796.17
7,3033,python,adaptive,3,5,medium,9,junior,2.81,medium,11.84,32,62.84,1,1435.57
3,5911,javascript,corrective,10,3,medium,2,junior,8.2,high,76.07,81,95.68,9,2577.52
23,38419,python,corrective,10,5,medium,6,expert,5.84,high,92.75,22,61.23,6,15424.37
18,39788,javascript,corrective,3,4,low,7,junior,5.09,high,45.83,59,89.94,6,15967.92
38,18168,javascript,corrective,4,2,high,4,senior,3.18,medium,65.94,86,90.35,8,7441.17
15,20369,javascript,perfective,2,6,low,6,senior,7.31,medium,91.45,78,98.12,4,8296.37
64,29293,c#,corrective,9,1,medium,7,senior,2.88,medium,9.01,89,62.17,3,11858.59
28,6996,python,perfective,10,4,high,4,junior,7.37,high,77.05,29,83.87,7,3004.85
74,28080,c#,adaptive,7,2,medium,8,senior,0.7,low,61.68,88,77.11,3,11380.09
39,42034,java,perfective,7,5,low,9,senior,8.65,low,59.86,44,73.23,3,16865.21
57,26258,java,adaptive,6,5,medium,1,expert,5.0,medium,29.25,79,63.61,1,10652.63
17,19542,php,corrective,3,4,medium,7,junior,4.39,low,68.39,38,82.51,0,7962.17
44,19031,python,adaptive,6,3,high,9,senior,6.11,medium,79.48,44,79.16,3,7775.24
25,3347,javascript,corrective,8,5,high,5,senior,6.24,low,11.29,77,64.18,6,1581.32
17,789,javascript,adaptive,8,3,medium,2,senior,1.32,medium,53.35,80,84.5,8,562.4
13,19718,java,preventive,9,3,medium,6,senior,7.56,high,10.13,11,89.52,8,8018.36
25,36373,java,corrective,1,6,low,7,junior,2.76,medium,87.26,92,90.69,9,14631.39
68,2499,java,corrective,1,3,low,2,junior,9.05,high,50.76,31,96.21,0,1245.39
10,1867,php,perfective,3,0,medium,2,senior,8.18,low,80.8,55,76.38,4,979.77
67,32151,javascript,perfective,3,6,medium,1,senior,3.46,low,36.81,23,98.12,6,12959.65
18,11994,java,adaptive,10,2,medium,4,senior,8.08,high,12.51,12,94.62,6,4967.58
34,4156,javascript,corrective,8,2,low,7,junior,3.56,high,4.15,19,71.86,9,1884.68
8,4490,c#,adaptive,10,5,low,9,junior,1.01,medium,28.15,78,66.37,5,2024.93
40,42206,python,corrective,1,5,medium,3,junior,9.62,high,24.42,55,77.42,10,16935.04
42,31340,javascript,perfective,2,3,low,7,junior,6.53,high,56.04,52,76.08,9,12641.2
41,15102,javascript,preventive,2,6,high,7,senior,4.56,high,2.17,67,83.03,3,6227.4
6,22377,typescript,perfective,3,6,low,7,expert,3.98,medium,52.06,53,83.34,2,9081.59
52,11227,java,perfective,6,0,medium,2,junior,3.25,low,39.18,33,90.0,8,4688.0
26,9392,java,corrective,1,3,high,6,senior,9.81,medium,57.71,27,80.4,9,3950.69
64,43923,java,perfective,2,0,low,2,junior,1.35,medium,70.24,49,64.19,3,17627.33
59,43621,c#,perfective,1,7,medium,6,senior,3.15,low,63.41,1,94.33,7,17482.66
56,9033,java,corrective,5,3,low,3,junior,4.85,high,98.46,93,72.39,0,3847.23
59,43601,javascript,perfective,7,1,medium,2,expert,4.78,low,13.83,25,98.85,6,17481.43
70,11616,php,corrective,8,1,medium,6,senior,4.71,medium,42.97,50,64.71,5,4862.12
33,24497,ruby,adaptive,10,4,medium,2,expert,1.76,medium,42.48,46,98.33,0,9926.78
53,3212,javascript,perfective,1,3,medium,5,expert,1.45,high,41.71,25,63.64,3,1525.41
22,24083,php,adaptive,7,6,high,2,senior,2.55,medium,66.38,83,69.24,4,9775.91
21,49155,javascript,corrective,5,5,low,3,senior,9.15,high,48.98,91,61.86,10,19687.39
70,17759,javascript,adaptive,10,2,low,3,junior,1.13,medium,51.74,83,88.2,7,7294.42
70,45574,python,adaptive,1,4,high,6,senior,7.57,high,43.24,74,94.01,3,18283.5
4,41594,dart,preventive,3,5,medium,6,expert,7.58,high,99.17,73,77.36,2,16683.07
75,15141,python,adaptive,7,1,high,3,junior,8.1,medium,92.76,60,97.14,1,6253.7
62,36520,java,corrective,10,3,medium,3,expert,8.87,high,30.77,22,83.61,3,14687.53
62,27131,python,perfective,1,4,high,1,senior,2.63,low,11.16,36,85.2,10,10979.88
24,2185,c#,adaptive,7,3,medium,7,expert,2.25,medium,83.98,40,93.82,9,1102.42
55,4543,java,adaptive,5,1,high,8,expert,4.66,low,99.72,51,71.87,3,2058.64
9,24539,python,adaptive,1,4,high,2,senior,2.65,low,29.26,82,74.17,9,9947.69
3,20057,python,perfective,1,1,medium,4,senior,7.34,high,35.78,81,96.24,4,8168.77
31,1621,python,adaptive,1,0,low,7,senior,6.36,low,94.16,48,96.04,6,885.32
40,12253,javascript,adaptive,9,1,low,8,expert,8.75,medium,71.11,26,99.06,8,5083.43
36,44173,c#,corrective,3,6,low,1,expert,0.83,medium,29.56,5,96.07,1,17691.7
24,14017,java,corrective,5,6,low,4,senior,9.15,medium,58.1,73,65.09,4,5796.53
6,41357,javascript,corrective,10,3,medium,6,senior,2.93,medium,94.42,65,92.95,10,16582.86
66,10292,c#,corrective,9,2,medium,3,senior,4.91,high,81.18,23,76.39,9,4325.03
75,46358,python,adaptive,6,1,medium,5,expert,4.39,low,74.18,37,99.63,8,18581.89
4,7473,java,perfective,9,5,medium,9,senior,7.6,medium,73.7,27,78.89,2,3183.32
79,6275,kotlin,adaptive,8,6,medium,3,expert,4.2,medium,17.8,27,82.15,0,2744.97
6,761,javascript,perfective,8,7,low,5,senior,9.44,medium,82.47,65,81.19,1,543.27
51,37665,java,preventive,1,2,low,8,junior,9.03,medium,27.61,60,72.87,5,15149.07
62,27157,javascript,perfective,9,0,low,6,senior,8.72,high,93.04,45,63.0,4,10999.21
57,34363,java,adaptive,6,4,medium,4,senior,0.71,medium,36.46,68,95.83,0,13844.82
66,33206,javascript,adaptive,9,4,low,8,junior,8.54,medium,85.77,74,92.11,0,13394.61
79,12134,python,adaptive,3,6,low,3,junior,7.82,low,26.62,73,65.58,10,5077.38
75,29727,python,corrective,3,2,medium,3,senior,1.04,medium,51.45,42,91.07,3,12013.61
8,40997,python,corrective,6,6,high,4,junior,1.07,high,10.69,58,85.03,3,16442.31
26,26451,typescript,preventive,9,4,low,9,senior,1.01,low,66.01,1,76.37,5,10685.89
51,1616,ruby,perfective,7,7,medium,5,senior,0.11,medium,83.61,14,70.16,5,888.37
45,24853,python,corrective,3,1,medium,8,expert,5.49,high,71.84,36,94.39,9,10069.52
44,24876,python,adaptive,3,2,high,6,senior,9.73,medium,52.33,70,88.01,5,10091.03
5,23847,ruby,perfective,2,3,high,3,expert,4.39,low,4.51,19,81.91,0,9651.98
70,24900,python,corrective,9,1,low,8,senior,5.41,medium,93.34,97,84.38,9,10121.61
26,9129,java,corrective,3,1,low,9,junior,9.68,low,70.55,34,63.64,8,3853.1
68,17862,kotlin,perfective,5,1,high,8,senior,2.55,high,74.59,33,78.96,10,7320.09
19,9868,java,adaptive,9,3,medium,4,senior,8.58,low,79.47,85,67.75,6,4157.3
20,21871,c#,corrective,8,7,medium,6,senior,5.46,high,74.77,30,68.34,6,8883.91
12,12785,dart,adaptive,2,0,medium,1,junior,5.69,medium,44.11,86,86.45,10,5302.05
47,21843,java,perfective,3,7,medium,4,senior,3.43,high,73.36,18,96.45,6,8875.19
1,39699,python,adaptive,2,7,high,8,junior,5.62,low,62.5,67,76.15,1,15931.28
14,9171,java,corrective,8,7,high,1,senior,0.73,medium,85.4,23,68.31,1,3860.52
64,40576,php,corrective,6,5,high,3,junior,7.65,medium,80.25,83,85.95,5,16309.85
38,38644,php,adaptive,6,6,low,1,senior,2.85,medium,4.14,38,94.85,6,15517.49
37,49816,php,adaptive,9,4,high,9,senior,8.88,medium,37.89,91,89.93,2,19950.82
11,49584,python,perfective,8,6,low,2,junior,3.68,high,3.47,53,94.75,3,19833.48
77,41374,php,corrective,4,2,low,9,senior,1.43,high,10.21,38,81.46,2,16618.7
3,3168,typescript,perfective,4,7,high,4,senior,6.96,low,60.14,16,90.08,6,1474.72
33,2627,c#,corrective,9,0,low,2,expert,1.65,low,87.38,18,65.6,6,1281.57
6,3295,typescript,corrective,1,2,low,4,expert,7.54,high,11.98,47,73.93,3,1540.44
50,48790,php,corrective,2,6,low,6,senior,9.68,low,45.11,34,75.58,6,19536.25
10,5858,c#,corrective,2,4,high,7,senior,7.8,high,91.09,31,80.45,4,2548.48
5,22602,javascript,adaptive,6,3,medium,3,senior,0.22,medium,81.43,46,97.16,0,9164.86
23,40104,java,adaptive,4,6,medium,3,senior,6.0,medium,51.97,46,94.97,9,16089.4
10,33759,python,corrective,10,1,low,8,junior,6.95,low,77.16,63,65.38,3,13588.99
44,14586,c#,adaptive,3,6,high,5,senior,8.25,low,52.27,45,66.91,6,6021.29
2,13266,java,corrective,3,1,high,4,senior,0.56,medium,15.81,34,74.31,1,5475.26
13,39260,php,perfective,3,3,medium,7,junior,4.8,high,12.47,93,71.63,1,15772.76
40,4161,dart,preventive,6,6,medium,7,senior,5.35,high,18.84,16,84.59,0,1886.95
2,27454,php,corrective,8,0,low,9,senior,1.69,low,35.09,41,96.11,1,11079.49
65,39552,python,adaptive,7,0,high,9,senior,3.22,low,93.05,28,98.49,9,15884.64
63,23262,java,corrective,4,2,medium,5,junior,4.4,low,79.97,69,86.14,7,9461.98
73,8992,python,corrective,4,3,high,8,senior,8.33,high,43.28,16,93.53,10,3808.15
17,31135,c#,corrective,10,7,medium,1,senior,9.29,low,49.31,80,81.01,7,12556.33
9,13667,php,perfective,2,0,high,9,senior,6.28,low,26.56,13,68.33,7,5630.89
75,48633,typescript,adaptive,1,6,high,8,senior,3.95,low,70.44,23,80.99,0,19482.25
15,24199,javascript,corrective,9,3,medium,6,senior,2.54,medium,80.28,56,82.2,0,9807.46
24,35822,typescript,perfective,2,4,high,3,expert,9.82,high,23.89,49,89.7,9,14399.8
38,12437,php,adaptive,8,1,medium,3,junior,9.83,medium,4.18,56,68.8,3,5172.65
35,14639,java,perfective,9,6,low,8,expert,9.25,low,62.39,100,74.73,5,6053.66
49,31418,php,adaptive,4,1,medium,5,senior,7.86,medium,56.25,60,74.56,7,12678.55
69,19715,java,adaptive,8,1,high,7,junior,3.26,medium,40.21,38,98.38,1,8051.28
62,11565,java,corrective,9,7,medium,5,senior,8.17,low,64.39,54,77.76,2,4836.82
60,25138,c#,corrective,10,3,low,8,junior,4.09,low,55.06,95,90.2,5,10209.54
50,43130,java,preventive,10,3,medium,4,junior,3.27,medium,25.06,35,90.03,9,17295.79
78,5656,c#,corrective,5,2,medium,2,senior,7.45,low,39.77,36,70.62,3,2504.97
75,33082,c#,preventive,7,1,medium,3,senior,0.8,low,42.81,13,82.87,1,13332.62
9,48316,javascript,adaptive,10,2,medium,8,expert,0.49,medium,88.02,26,95.77,6,19322.16
34,8710,java,corrective,4,7,high,7,senior,4.48,high,96.09,82,79.01,3,3703.62
76,14373,javascript,corrective,1,1,low,2,junior,4.46,medium,89.3,30,97.8,7,5940.06
35,27866,javascript,corrective,3,2,medium,6,senior,8.96,medium,71.92,72,68.58,7,11273.35
1,18012,javascript,preventive,5,2,low,9,senior,1.26,medium,58.5,80,62.97,6,7366.88
40,33870,javascript,adaptive,3,4,low,4,expert,1.23,medium,68.93,82,95.66,9,13644.97
64,7510,python,corrective,7,2,high,9,expert,1.47,low,93.91,43,93.91,8,3226.95
22,46053,javascript,corrective,9,3,high,2,expert,0.3,high,25.0,67,99.7,3,18446.48
60,26046,python,corrective,6,2,medium,2,senior,0.72,low,53.51,47,87.18,6,10553.77
64,806,c#,adaptive,10,1,high,9,senior,6.6,medium,68.96,56,97.47,9,580.59
72,22118,php,corrective,1,2,high,7,junior,4.32,high,67.92,74,93.08,9,9013.76
11,22961,javascript,perfective,7,0,high,7,expert,7.64,medium,25.23,21,93.78,0,9302.49
14,24019,javascript,corrective,3,5,low,1,junior,9.93,high,58.67,3,82.77,3,9718.48
60,49302,kotlin,corrective,5,1,high,6,junior,6.59,medium,79.59,80,75.29,1,19758.74
30,42123,php,adaptive,10,0,medium,7,junior,0.5,high,47.51,71,97.38,8,16898.13
35,45751,typescript,adaptive,4,7,medium,6,senior,1.05,high,79.33,45,77.28,4,18331.49
37,23003,php,preventive,10,1,low,6,senior,8.81,high,35.99,58,81.55,2,9345.7
5,18741,python,adaptive,5,3,medium,2,senior,5.27,high,93.88,33,77.84,3,7638.97
78,15420,python,corrective,5,5,low,6,expert,8.25,high,53.39,10,82.59,5,6352.39
26,40942,javascript,adaptive,6,5,low,4,expert,8.57,high,59.59,30,78.82,9,16420.78
62,6974,java,corrective,10,3,medium,9,senior,9.28,medium,3.14,10,61.92,0,3012.58
4,2278,javascript,corrective,10,5,high,1,junior,9.5,low,17.03,55,95.28,6,1134.55
42,34427,java,preventive,6,3,high,8,expert,5.55,medium,63.29,37,77.78,7,13856.37
18,16798,javascript,perfective,8,0,medium,5,expert,3.41,high,41.99,20,83.56,6,6871.31
40,10514,ruby,preventive,8,7,high,1,senior,9.62,high,50.82,93,65.57,6,4425.61
72,28490,ruby,adaptive,9,4,high,4,senior,5.47,high,6.3,9,60.14,8,11519.43
39,22899,javascript,adaptive,8,1,high,1,junior,0.64,high,83.41,25,69.81,3,9297.74
14,44185,php,corrective,2,3,low,6,expert,6.43,low,78.45,90,88.18,6,17713.97
32,44289,javascript,corrective,10,1,medium,2,senior,5.88,low,18.54,7,63.97,8,17742.79
51,43157,php,perfective,1,7,high,5,senior,8.96,medium,63.43,7,96.36,4,17297.38
38,49680,python,corrective,10,0,medium,7,junior,6.53,low,81.83,59,68.6,1,19892.64
23,44620,kotlin,perfective,2,4,medium,2,expert,3.49,medium,64.09,71,68.18,4,17889.2
63,3293,c#,perfective,2,7,medium,6,senior,9.66,high,31.04,33,67.26,3,1563.83
15,30067,java,corrective,3,0,medium,6,junior,8.02,high,65.61,15,60.56,7,12117.59
25,30323,python,adaptive,10,5,medium,5,senior,6.3,medium,21.05,12,90.87,4,12215.85
17,47299,javascript,adaptive,7,1,low,5,senior,2.93,low,31.83,86,95.0,8,18942.86
66,4227,python,corrective,2,6,medium,3,senior,3.74,medium,24.01,75,84.57,8,1942.76
78,26539,python,perfective,1,4,high,2,senior,6.7,medium,55.69,90,67.53,2,10776.03
53,49525,c#,adaptive,6,5,high,7,senior,0.72,medium,10.82,21,71.41,9,19824.55
51,43541,javascript,corrective,9,7,low,1,expert,2.57,low,93.33,95,79.04,5,17480.91
39,22434,c#,adaptive,3,4,high,6,junior,7.14,medium,33.35,26,98.17,5,9107.24
51,18647,typescript,preventive,6,5,medium,6,junior,4.8,low,21.9,63,69.89,3,7635.0
70,26705,javascript,corrective,3,0,medium,3,junior,4.02,high,49.65,1,89.27,10,10803.29
6,10830,javascript,perfective,1,3,high,2,senior,1.51,low,27.7,96,77.58,9,4532.0
67,16307,python,corrective,5,1,high,2,senior,4.42,low,53.49,25,71.91,2,6705.47
7,22576,ruby,perfective,10,2,high,9,expert,7.71,low,34.85,91,78.24,0,9174.25
51,44862,java,perfective,4,2,medium,5,senior,2.64,medium,13.21,82,62.85,6,18002.55
72,24376,dart,corrective,7,0,high,7,senior,0.05,medium,26.59,68,91.95,4,9905.29
42,30680,php,corrective,6,7,low,5,expert,6.69,high,43.84,96,69.73,9,12395.78
64,1906,javascript,perfective,10,1,high,7,junior,9.73,medium,3.03,83,89.02,6,1026.33
15,7376,python,adaptive,7,7,high,4,expert,6.07,medium,77.06,29,62.73,0,3154.98
29,27851,php,perfective,5,1,medium,8,senior,1.2,medium,62.18,7,98.2,7,11237.0
33,10074,php,corrective,4,0,low,7,senior,3.21,medium,60.14,37,67.72,2,4230.81
27,40894,python,perfective,7,1,high,5,senior,8.68,low,54.6,60,95.31,6,16408.33
36,22559,java,perfective,7,3,low,6,senior,2.33,medium,59.03,80,92.38,2,9174.14
29,6130,php,preventive,6,7,low,5,junior,6.08,high,93.47,64,98.71,2,2671.41
38,29920,python,corrective,8,0,high,7,senior,4.03,high,0.86,66,79.12,9,12081.82
57,4348,typescript,adaptive,4,3,medium,2,senior,2.08,high,4.78,45,89.1,8,1975.76
27,32568,javascript,adaptive,10,1,high,5,expert,8.13,low,19.15,89,74.83,1,13132.66
55,33162,python,corrective,5,0,medium,3,senior,7.43,low,16.73,94,67.37,3,13383.72
33,14145,php,adaptive,4,1,low,9,expert,6.62,high,18.12,71,77.72,5,5847.6
68,1263,java,corrective,1,7,high,6,senior,2.36,low,67.19,42,66.63,2,767.09
66,35366,javascript,perfective,8,0,medium,3,senior,0.98,low,45.95,58,99.28,9,14240.08
10,8594,python,adaptive,1,1,low,7,senior,5.76,low,99.18,45,63.85,9,3637.34
5,28621,python,corrective,5,7,high,4,senior,5.54,medium,22.69,71,83.57,6,11553.79
74,30903,c#,adaptive,6,3,medium,3,expert,1.88,low,31.08,34,85.06,6,12476.32
38,3904,javascript,adaptive,6,6,medium,8,senior,0.56,medium,98.42,38,81.52,4,1791.49
13,47176,javascript,corrective,5,3,medium,4,senior,0.81,medium,83.18,91,86.49,2,18896.91
31,39953,php,preventive,3,1,high,1,junior,9.93,high,46.98,50,64.65,1,16043.24
47,18275,c#,preventive,5,0,high,6,senior,7.84,low,55.46,3,82.2,3,7464.2
52,45017,python,adaptive,8,2,high,1,junior,9.22,medium,84.32,79,71.49,3,18061.75
56,24538,java,corrective,2,3,low,5,senior,1.95,medium,48.1,76,97.61,10,9961.97
15,24264,typescript,perfective,6,3,high,7,junior,9.61,medium,20.6,83,90.48,7,9838.61
29,2236,php,adaptive,9,7,medium,6,junior,1.43,medium,82.84,50,98.9,7,1127.22
8,20680,javascript,corrective,8,5,medium,2,junior,5.09,high,53.78,4,61.5,4,8401.24
5,28328,java,adaptive,8,2,medium,4,junior,8.3,low,15.3,54,71.41,5,11435.66
