complexity,loc,lang_type,maint_type,skill,age,interdependence,team_size,exp,def_density,def_severity,churn,change_req,test_cov,doc_quality,cost
36,16395,c#,Adaptive,4,2,Low,2,Mid-level,9.84,Low,62.49,39,73.08,10,6728.44
1,1460,dart,Adaptive,7,6,Low,7,Senior,7.36,Low,9.66,96,77.7,5,827.14
8,38758,java,Adaptive,1,3,High,4,Mid-level,7.74,High,95.18,56,85.88,2,15556.76
52,45332,java,Adaptive,7,4,High,2,Mid-level,6.56,Low,79.08,57,79.77,4,18177.17
79,11884,java,Adaptive,8,3,High,6,Senior,4.72,Low,37.39,90,84.81,1,4980.82
47,6865,javascript,Adaptive,5,0,High,9,Junior,5.72,Low,56.28,98,81.77,6,2984.56
56,17450,php,Adaptive,2,5,Low,9,Mid-level,0.46,High,4.73,15,89.59,2,7144.62
14,37794,java,Adaptive,5,6,Medium,8,Mid-level,6.24,Low,4.12,27,88.24,0,15169.22
28,22562,php,Adaptive,6,3,Medium,3,Mid-level,6.26,Medium,25.08,97,81.37,7,9178.73
78,47791,javascript,Perfective,2,1,Medium,3,Junior,8.91,Low,68.97,0,87.16,7,19141.06
2,44731,c#,Corrective,6,5,Medium,2,Senior,5.06,Medium,85.21,40,94.94,2,17907.28
26,16623,c#,Perfective,6,7,Medium,5,Mid-level,0.77,High,55.92,47,77.29,6,6815.96
14,41690,java,Perfective,1,7,Medium,4,Mid-level,3.06,Medium,53.21,30,76.51,8,16711.41
59,2285,javascript,Corrective,1,1,Medium,7,Senior,6.56,High,40.23,35,90.57,7,1158.04
56,1369,javascript,Adaptive,10,4,Low,4,Mid-level,2.39,High,16.16,32,83.3,2,796.17
7,3033,python,Adaptive,3,5,Medium,9,Junior,2.81,Medium,11.84,32,62.84,1,1435.57
3,5911,javascript,Corrective,10,3,Medium,2,Junior,8.2,High,76.07,81,95.68,9,2577.52
23,38419,python,Corrective,10,5,Medium,6,Senior,5.84,High,92.75,22,61.23,6,15424.37
18,39788,javascript,Corrective,3,4,Low,7,Junior,5.09,High,45.83,59,89.94,6,15967.92
38,18168,javascript,Corrective,4,2,High,4,Mid-level,3.18,Medium,65.94,86,90.35,8,7441.17
15,20369,javascript,Perfective,2,6,Low,6,Mid-level,7.31,Medium,91.45,78,98.12,4,8296.37
64,29293,c#,Corrective,9,1,Medium,7,Mid-level,2.88,Medium,9.01,89,62.17,3,11858.59
28,6996,python,Perfective,10,4,High,4,Junior,7.37,High,77.05,29,83.87,7,3004.85
74,28080,c#,Adaptive,7,2,Medium,8,Mid-level,0.7,Low,61.68,88,77.11,3,11380.09
39,42034,java,Perfective,7,5,Low,9,Mid-level,8.65,Low,59.86,44,73.23,3,16865.21
57,26258,java,Adaptive,6,5,Medium,1,Senior,5.0,Medium,29.25,79,63.61,1,10652.63
17,19542,php,Corrective,3,4,Medium,7,Junior,4.39,Low,68.39,38,82.51,0,7962.17
44,19031,python,Adaptive,6,3,High,9,Mid-level,6.11,Medium,79.48,44,79.16,3,7775.24
25,3347,javascript,Corrective,8,5,High,5,Mid-level,6.24,Low,11.29,77,64.18,6,1581.32
17,789,javascript,Adaptive,8,3,Medium,2,Mid-level,1.32,Medium,53.35,80,84.5,8,562.4
13,19718,java,Preventive,9,3,Medium,6,Mid-level,7.56,High,10.13,11,89.52,8,8018.36
25,36373,java,Corrective,1,6,Low,7,Mid-level,2.76,Medium,87.26,92,90.69,9,14631.39
68,2499,java,Corrective,1,3,Low,2,Mid-level,9.05,High,50.76,31,96.21,0,1245.39
10,1867,php,Perfective,3,0,Medium,2,Senior,8.18,Low,80.8,55,76.38,4,979.77
67,32151,javascript,Perfective,3,6,Medium,1,Mid-level,3.46,Low,36.81,23,98.12,6,12959.65
18,11994,java,Adaptive,10,2,Medium,4,Mid-level,8.08,High,12.51,12,94.62,6,4967.58
34,4156,javascript,Corrective,8,2,Low,7,Junior,3.56,High,4.15,19,71.86,9,1884.68
8,4490,c#,Adaptive,10,5,Low,9,Junior,1.01,Medium,28.15,78,66.37,5,2024.93
40,42206,python,Corrective,1,5,Medium,3,Junior,9.62,High,24.42,55,77.42,10,16935.04
42,31340,javascript,Perfective,2,3,Low,7,Junior,6.53,High,56.04,52,76.08,9,12641.2
41,15102,javascript,Preventive,2,6,High,7,Mid-level,4.56,High,2.17,67,83.03,3,6227.4
6,22377,typescript,Perfective,3,6,Low,7,Senior,3.98,Medium,52.06,53,83.34,2,9081.59
52,11227,java,Perfective,6,0,Medium,2,Mid-level,3.25,Low,39.18,33,90.0,8,4688.0
26,9392,java,Corrective,1,3,High,6,Mid-level,9.81,Medium,57.71,27,80.4,9,3950.69
64,43923,java,Perfective,2,0,Low,2,Junior,1.35,Medium,70.24,49,64.19,3,17627.33
59,43621,c#,Perfective,1,7,Medium,6,Mid-level,3.15,Low,63.41,1,94.33,7,17482.66
56,9033,java,Corrective,5,3,Low,3,Junior,4.85,High,98.46,93,72.39,0,3847.23
59,43601,javascript,Perfective,7,1,Medium,2,Senior,4.78,Low,13.83,25,98.85,6,17481.43
70,11616,php,Corrective,8,1,Medium,6,Mid-level,4.71,Medium,42.97,50,64.71,5,4862.12
33,24497,ruby,Adaptive,10,4,Medium,2,Senior,1.76,Medium,42.48,46,98.33,0,9926.78
53,3212,javascript,Perfective,1,3,Medium,5,Senior,1.45,High,41.71,25,63.64,3,1525.41
22,24083,php,Adaptive,7,6,High,2,Mid-level,2.55,Medium,66.38,83,69.24,4,9775.91
21,49155,javascript,Corrective,5,5,Low,3,Mid-level,9.15,High,48.98,91,61.86,10,19687.39
70,17759,javascript,Adaptive,10,2,Low,3,Junior,1.13,Medium,51.74,83,88.2,7,7294.42
70,45574,python,Adaptive,1,4,High,6,Mid-level,7.57,High,43.24,74,94.01,3,18283.5
4,41594,dart,Preventive,3,5,Medium,6,Senior,7.58,High,99.17,73,77.36,2,16683.07
75,15141,python,Adaptive,7,1,High,3,Junior,8.1,Medium,92.76,60,97.14,1,6253.7
62,36520,java,Corrective,10,3,Medium,3,Senior,8.87,High,30.77,22,83.61,3,14687.53
62,27131,python,Perfective,1,4,High,1,Mid-level,2.63,Low,11.16,36,85.2,10,10979.88
24,2185,c#,Adaptive,7,3,Medium,7,Senior,2.25,Medium,83.98,40,93.82,9,1102.42
55,4543,java,Adaptive,5,1,High,8,Senior,4.66,Low,99.72,51,71.87,3,2058.64
9,24539,python,Adaptive,1,4,High,2,Mid-level,2.65,Low,29.26,82,74.17,9,9947.69
3,20057,python,Perfective,1,1,Medium,4,Mid-level,7.34,High,35.78,81,96.24,4,8168.77
31,1621,python,Adaptive,1,0,Low,7,Mid-level,6.36,Low,94.16,48,96.04,6,885.32
40,12253,javascript,Adaptive,9,1,Low,8,Senior,8.75,Medium,71.11,26,99.06,8,5083.43
36,44173,c#,Corrective,3,6,Low,1,Senior,0.83,Medium,29.56,5,96.07,1,17691.7
24,14017,java,Corrective,5,6,Low,4,Senior,9.15,Medium,58.1,73,65.09,4,5796.53
6,41357,javascript,Corrective,10,3,Medium,6,Mid-level,2.93,Medium,94.42,65,92.95,10,16582.86
66,10292,c#,Corrective,9,2,Medium,3,Mid-level,4.91,High,81.18,23,76.39,9,4325.03
75,46358,python,Adaptive,6,1,Medium,5,Senior,4.39,Low,74.18,37,99.63,8,18581.89
4,7473,java,Perfective,9,5,Medium,9,Mid-level,7.6,Medium,73.7,27,78.89,2,3183.32
79,6275,kotlin,Adaptive,8,6,Medium,3,Senior,4.2,Medium,17.8,27,82.15,0,2744.97
6,761,javascript,Perfective,8,7,Low,5,Mid-level,9.44,Medium,82.47,65,81.19,1,543.27
51,37665,java,Preventive,1,2,Low,8,Junior,9.03,Medium,27.61,60,72.87,5,15149.07
62,27157,javascript,Perfective,9,0,Low,6,Mid-level,8.72,High,93.04,45,63.0,4,10999.21
57,34363,java,Adaptive,6,4,Medium,4,Mid-level,0.71,Medium,36.46,68,95.83,0,13844.82
66,33206,javascript,Adaptive,9,4,Low,8,Junior,8.54,Medium,85.77,74,92.11,0,13394.61
79,12134,python,Adaptive,3,6,Low,3,Junior,7.82,Low,26.62,73,65.58,10,5077.38
75,29727,python,Corrective,3,2,Medium,3,Mid-level,1.04,Medium,51.45,42,91.07,3,12013.61
8,40997,python,Corrective,6,6,High,4,Junior,1.07,High,10.69,58,85.03,3,16442.31
26,26451,typescript,Preventive,9,4,Low,9,Mid-level,1.01,Low,66.01,1,76.37,5,10685.89
51,1616,ruby,Perfective,7,7,Medium,5,Senior,0.11,Medium,83.61,14,70.16,5,888.37
45,24853,python,Corrective,3,1,Medium,8,Senior,5.49,High,71.84,36,94.39,9,10069.52
44,24876,python,Adaptive,3,2,High,6,Senior,9.73,Medium,52.33,70,88.01,5,10091.03
5,23847,ruby,Perfective,2,3,High,3,Senior,4.39,Low,4.51,19,81.91,0,9651.98
70,24900,python,Corrective,9,1,Low,8,Mid-level,5.41,Medium,93.34,97,84.38,9,10121.61
26,9129,java,Corrective,3,1,Low,9,Mid-level,9.68,Low,70.55,34,63.64,8,3853.1
68,17862,kotlin,Perfective,5,1,High,8,Mid-level,2.55,High,74.59,33,78.96,10,7320.09
19,9868,java,Adaptive,9,3,Medium,4,Senior,8.58,Low,79.47,85,67.75,6,4157.3
20,21871,c#,Corrective,8,7,Medium,6,Mid-level,5.46,High,74.77,30,68.34,6,8883.91
12,12785,dart,Adaptive,2,0,Medium,1,Junior,5.69,Medium,44.11,86,86.45,10,5302.05
47,21843,java,Perfective,3,7,Medium,4,Senior,3.43,High,73.36,18,96.45,6,8875.19
1,39699,python,Adaptive,2,7,High,8,Junior,5.62,Low,62.5,67,76.15,1,15931.28
14,9171,java,Corrective,8,7,High,1,Mid-level,0.73,Medium,85.4,23,68.31,1,3860.52
64,40576,php,Corrective,6,5,High,3,Junior,7.65,Medium,80.25,83,85.95,5,16309.85
38,38644,php,Adaptive,6,6,Low,1,Mid-level,2.85,Medium,4.14,38,94.85,6,15517.49
37,49816,php,Adaptive,9,4,High,9,Mid-level,8.88,Medium,37.89,91,89.93,2,19950.82
11,49584,python,Perfective,8,6,Low,2,Junior,3.68,High,3.47,53,94.75,3,19833.48
77,41374,php,Corrective,4,2,Low,9,Mid-level,1.43,High,10.21,38,81.46,2,16618.7
3,3168,typescript,Perfective,4,7,High,4,Mid-level,6.96,Low,60.14,16,90.08,6,1474.72
33,2627,c#,Corrective,9,0,Low,2,Senior,1.65,Low,87.38,18,65.6,6,1281.57
6,3295,typescript,Corrective,1,2,Low,4,Senior,7.54,High,11.98,47,73.93,3,1540.44
50,48790,php,Corrective,2,6,Low,6,Mid-level,9.68,Low,45.11,34,75.58,6,19536.25
10,5858,c#,Corrective,2,4,High,7,Senior,7.8,High,91.09,31,80.45,4,2548.48
5,22602,javascript,Adaptive,6,3,Medium,3,Mid-level,0.22,Medium,81.43,46,97.16,0,9164.86
23,40104,java,Adaptive,4,6,Medium,3,Mid-level,6.0,Medium,51.97,46,94.97,9,16089.4
10,33759,python,Corrective,10,1,Low,8,Junior,6.95,Low,77.16,63,65.38,3,13588.99
44,14586,c#,Adaptive,3,6,High,5,Mid-level,8.25,Low,52.27,45,66.91,6,6021.29
2,13266,java,Corrective,3,1,High,4,Mid-level,0.56,Medium,15.81,34,74.31,1,5475.26
13,39260,php,Perfective,3,3,Medium,7,Junior,4.8,High,12.47,93,71.63,1,15772.76
40,4161,dart,Preventive,6,6,Medium,7,Mid-level,5.35,High,18.84,16,84.59,0,1886.95
2,27454,php,Corrective,8,0,Low,9,Senior,1.69,Low,35.09,41,96.11,1,11079.49
65,39552,python,Adaptive,7,0,High,9,Mid-level,3.22,Low,93.05,28,98.49,9,15884.64
63,23262,java,Corrective,4,2,Medium,5,Junior,4.4,Low,79.97,69,86.14,7,9461.98
73,8992,python,Corrective,4,3,High,8,Mid-level,8.33,High,43.28,16,93.53,10,3808.15
17,31135,c#,Corrective,10,7,Medium,1,Mid-level,9.29,Low,49.31,80,81.01,7,12556.33
9,13667,php,Perfective,2,0,High,9,Mid-level,6.28,Low,26.56,13,68.33,7,5630.89
75,48633,typescript,Adaptive,1,6,High,8,Mid-level,3.95,Low,70.44,23,80.99,0,19482.25
15,24199,javascript,Corrective,9,3,Medium,6,Mid-level,2.54,Medium,80.28,56,82.2,0,9807.46
24,35822,typescript,Perfective,2,4,High,3,Senior,9.82,High,23.89,49,89.7,9,14399.8
38,12437,php,Adaptive,8,1,Medium,3,Mid-level,9.83,Medium,4.18,56,68.8,3,5172.65
35,14639,java,Perfective,9,6,Low,8,Senior,9.25,Low,62.39,100,74.73,5,6053.66
49,31418,php,Adaptive,4,1,Medium,5,Mid-level,7.86,Medium,56.25,60,74.56,7,12678.55
69,19715,java,Adaptive,8,1,High,7,Mid-level,3.26,Medium,40.21,38,98.38,1,8051.28
62,11565,java,Corrective,9,7,Medium,5,Mid-level,8.17,Low,64.39,54,77.76,2,4836.82
60,25138,c#,Corrective,10,3,Low,8,Junior,4.09,Low,55.06,95,90.2,5,10209.54
50,43130,java,Preventive,10,3,Medium,4,Junior,3.27,Medium,25.06,35,90.03,9,17295.79
